"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04714","Thermogenesis","20/394","231/8918",0.00305137457200212,0.0356400550009848,0.0273660119510085,"12858/57423/68197/66916/67126/56456/20111/58988/225887/17992/12913/26397/11909/68493/66414/12868/66377/68198/16653/66218",20
"mmu04510","Focal adhesion","18/394","201/8918",0.00338102437516768,0.0379715045211139,0.0291562021016484,"12334/11651/16419/94216/16782/16403/20416/20779/12830/19303/192176/16412/109711/16774/17295/19047/11855/16400",18
"mmu03030","DNA replication","6/394","35/8918",0.00390943338921539,0.0399792843570305,0.0306978643404741,"18538/19076/69745/17216/17218/19718",6
"mmu04810","Regulation of actin cytoskeleton","19/394","220/8918",0.00394475425557278,0.0399792843570305,0.0306978643404741,"11867/66922/16419/16885/17886/13800/17698/16403/20779/68089/19303/16412/109711/67771/19047/16653/16400/231637/227753",19
"mmu05164","Influenza A","16/394","173/8918",0.00407627643096572,0.0399792843570305,0.0306978643404741,"16647/77125/12702/11651/103573/17874/18035/13665/15894/12367/18033/56417/11740/20846/22031/53869",16
"mmu04115","p53 signaling pathway","9/394","72/8918",0.00422727180318269,0.0399792843570305,0.0306978643404741,"20135/268697/12367/66940/12534/55948/22401/12450/12442",9
"mmu03050","Proteasome","7/394","47/8918",0.00424437607899982,0.0399792843570305,0.0306978643404741,"23996/19192/26444/70247/69077/26443/17463",7
"mmu05170","Human immunodeficiency virus 1 infection","20/394","240/8918",0.00470593336455049,0.0429416419515232,0.0329724936397781,"11651/12313/12317/16885/17874/268697/18035/58988/14281/26397/19303/12367/18033/14682/19229/14678/12534/12442/16653/75717",20
"mmu04512","ECM-receptor interaction","10/394","88/8918",0.00525579140309079,0.0451379732265444,0.034658934020382,"16419/94216/16782/16403/12505/12830/114249/16412/16774/16400",10
"mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","10/394","88/8918",0.00525579140309079,0.0451379732265444,0.034658934020382,"11651/17874/18035/58988/14281/26397/18033/20846/15251/16653",10
"mmu00190","Oxidative phosphorylation","13/394","133/8918",0.00582857158995917,0.0476754869411888,0.0366073493816627,"12858/57423/68197/66916/67126/225887/17992/66414/11984/12868/66377/68198/66218",13
"mmu05100","Bacterial invasion of epithelial cells","9/394","76/8918",0.00606320354113406,0.0476754869411888,0.0366073493816627,"11867/20416/20779/18000/68089/19303/16412/17295/67771",9
"mmu04914","Progesterone-mediated oocyte maturation","10/394","90/8918",0.00616256299052714,0.0476754869411888,0.0366073493816627,"11651/20111/12530/12428/268697/14678/15519/12534/12442/16653",10
"mmu04915","Estrogen signaling pathway","13/394","134/8918",0.00620434419097663,0.0476754869411888,0.0366073493816627,"11651/12313/20416/14281/20779/12913/18798/11909/14682/14678/15519/16666/16653",13
"mmu04657","IL-17 signaling pathway","10/394","91/8918",0.00665937921681151,0.0494575330617974,0.0379756832810485,"14283/17392/50772/18035/14281/12367/18033/16819/15519/22031",10
"mmu00250","Alanine, aspartate and glutamate metabolism","6/394","39/8918",0.00677500452901334,0.0494575330617974,0.0379756832810485,"11898/14719/231327/14583/14660/69719",6
"mmu04218","Cellular senescence","16/394","184/8918",0.00735481351364271,0.0523806230727724,0.0402201611914222,"12334/11651/12530/12313/66922/12428/268697/21812/26397/18033/13685/11740/12534/19047/12442/16653",16
"mmu04110","Cell cycle","12/394","123/8918",0.008033176219152,0.055849701333152,0.0428838730496084,"19357/12237/12530/12428/18538/268697/17216/17218/107995/12534/55948/12442",12
"mmu00270","Cysteine and methionine metabolism","7/394","53/8918",0.00829771084143711,0.056347245713945,0.0432659096505778,"17448/269378/14719/16828/67870/232087/107272",7
"mmu04931","Insulin resistance","11/394","110/8918",0.00914519384932048,0.0606908319091268,0.0466011074140015,"12702/11651/20111/18035/58988/12913/18033/14583/20525/170826/19047",11
"mmu05230","Central carbon metabolism in cancer","8/394","69/8918",0.010695782104686,0.0694037416570736,0.0532912652233478,"20514/11651/16828/17295/14660/20525/15251/16653",8
"mmu00620","Pyruvate metabolism","6/394","44/8918",0.0121879199374468,0.0766508062006688,0.0588558821944573,"17448/16828/13382/235339/56752/11529",6
"mmu00020","Citrate cycle (TCA cycle)","5/394","32/8918",0.0123376297651761,0.0766508062006688,0.0588558821944573,"17448/13382/235339/67834/11429",5
"mmu05203","Viral carcinogenesis","18/394","229/8918",0.0126667670744989,0.0770561663698686,0.0591671356769359,"12428/18035/19385/20779/12913/19303/12367/14534/109711/11909/18033/107995/12534/22031/16653/83602/114713/227753",18
"mmu04933","AGE-RAGE signaling pathway in diabetic complications","10/394","101/8918",0.013509396618541,0.0804610916556685,0.0617815880413028,"11651/21812/94216/15894/18798/12830/12367/18033/20846/16653",10
"mmu05418","Fluid shear stress and atherosclerosis","13/394","148/8918",0.0137775841876145,0.0804610916556685,0.0617815880413028,"56615/11898/11651/11477/12313/14281/20779/15894/18033/15519/13039/23938/14873",13
"mmu05142","Chagas disease","10/394","103/8918",0.0153542939387103,0.0879108594137925,0.0675018495138349,"11651/12317/17874/18035/21812/14281/18798/18033/14682/14678",10
"mmu04917","Prolactin signaling pathway","8/394","74/8918",0.0159471643282199,0.0895494612276965,0.068760040524511,"12702/11651/20416/14281/20779/18033/20846/16653",8
"mmu04210","Apoptosis","12/394","136/8918",0.0170129330669305,0.0937316312366737,0.071971295794562,"12368/12334/11651/17210/18035/13665/14281/16906/12367/18033/13039/16653",12
"mmu04211","Longevity regulating pathway","9/394","90/8918",0.0175544945376401,0.0949243037961278,0.0728870825831839,"11651/26987/58988/12913/11909/18033/13685/16653/20656",9
"mmu05030","Cocaine addiction","6/394","48/8918",0.0182913577785717,0.0964474070792159,0.074056588708987,"12913/11909/18033/17161/14678/67839",6
"mmu05220","Chronic myeloid leukemia","8/394","76/8918",0.0184967630014935,0.0964474070792159,0.074056588708987,"11651/14389/18035/21812/20416/13017/18033/16653",8
"mmu05205","Proteoglycans in cancer","16/394","205/8918",0.0192611812463472,0.0986654166694731,0.0757596746596892,"11651/66922/16419/17698/58988/20779/12505/19303/12367/192176/16412/17295/15251/19047/13039/16653",16
"mmu05146","Amoebiasis","10/394","107/8918",0.019597925228868,0.0986654166694731,0.0757596746596892,"94216/16782/18798/12830/12367/109711/16774/18033/14682/20719",10
"mmu01230","Biosynthesis of amino acids","8/394","79/8918",0.0228494046430492,0.111200435929506,0.0853846173503417,"21991/11898/14719/67834/11429/232087/69051/107272",8
"mmu01521","EGFR tyrosine kinase inhibitor resistance","8/394","79/8918",0.0228494046430492,0.111200435929506,0.0853846173503417,"11651/26987/58988/20416/20779/17295/13685/16653",8
"mmu00970","Aminoacyl-tRNA biosynthesis","7/394","66/8918",0.0257851767495109,0.122253407890491,0.0938715785172115,"353172/66590/105148/70223/70120/15115/110960",7
"mmu00790","Folate biosynthesis","4/394","26/8918",0.0259579153740083,0.122253407890491,0.0938715785172115,"110391/20751/11677/14187",4
"mmu04120","Ubiquitin mediated proteolysis","12/394","145/8918",0.0266679758256017,0.123603951445646,0.0949085856449984,"12702/77891/56228/66105/67345/56459/50995/22346/107995/22193/67921/75717",12
"mmu04151","PI3K-Akt signaling pathway","24/394","359/8918",0.0278320493435723,0.126983725130049,0.0975037254963965,"11651/17210/16419/18414/94216/16190/16782/26987/58988/16403/12913/12830/26931/16412/16774/11909/18033/17295/13685/13640/109333/15519/16653/16400",24
"mmu04066","HIF-1 signaling pathway","10/394","114/8918",0.0289978471937728,0.130267252008948,0.100024962789856,"11651/16828/26987/58988/18033/22346/20525/13685/15251/22042",10
"mmu04216","Ferroptosis","5/394","40/8918",0.0302835465886702,0.133981751574117,0.102877119990219,"20229/213053/14319/19122/22042",5
"mmu05140","Leishmaniasis","7/394","70/8918",0.0342154969657762,0.149118285283682,0.114499620639597,"17874/18035/14281/16412/18033/17357/20846",7
"mmu04540","Gap junction","8/394","86/8918",0.0357077255916923,0.153005895188772,0.117484699622237,"67951/20779/18798/14682/14678/12534/16653/23938",8
"mmu04728","Dopaminergic synapse","11/394","135/8918",0.0363632579622499,0.153005895188772,0.117484699622237,"11651/12313/14281/12913/18798/26931/11909/17161/14682/14678/19047",11
"mmu00450","Selenocompound metabolism","3/394","17/8918",0.0367018643274952,0.153005895188772,0.117484699622237,"20768/50493/232223",3
"mmu03060","Protein export","4/394","29/8918",0.0372034882137083,0.153005895188772,0.117484699622237,"53421/140740/67398/76687",4
"mmu04919","Thyroid hormone signaling pathway","10/394","120/8918",0.039293799944147,0.155058933014737,0.119061112949312,"11938/11651/20779/18798/14534/20525/20846/15251/11928/16653",10
"mmu01240","Biosynthesis of cofactors","12/394","154/8918",0.0398145688739539,0.155058933014737,0.119061112949312,"54391/192185/11636/13382/15288/216134/20751/108156/232087/69719/73373/107272",12
"mmu04371","Apelin signaling pathway","11/394","137/8918",0.0398239026825561,0.155058933014737,0.119061112949312,"11651/12313/66922/21812/16449/58988/18798/56632/14682/14678/16653",11
"mmu03420","Nucleotide excision repair","5/394","43/8918",0.0398267807400866,0.155058933014737,0.119061112949312,"18538/69745/66467/19359/19718",5
"mmu01200","Carbon metabolism","10/394","122/8918",0.0432233236573184,0.164988847232788,0.126685740665407,"21991/17448/14719/13885/13382/235339/67834/68133/11429/107272",10
"mmu04910","Insulin signaling pathway","11/394","139/8918",0.0435073330031666,0.164988847232788,0.126685740665407,"12702/11651/12313/14252/26987/58988/20416/19087/13685/19047/16653",11
"mmu04918","Thyroid hormone synthesis","7/394","74/8918",0.0443028780406312,0.165851799844414,0.127348353881976,"14782/12330/12913/18798/11909/14682/11928",7
"mmu05169","Epstein-Barr virus infection","16/394","231/8918",0.0498197350707111,0.183242382847722,0.140701613361805,"23996/11651/12317/12428/17874/18035/12505/15894/26397/12367/18033/70247/69077/20846/22031/17463",16
"mmu05165","Human papillomavirus infection","23/394","362/8918",0.0502033925610197,0.183242382847722,0.140701613361805,"11651/16419/12428/94216/16449/16782/58988/16403/12913/12830/26931/19303/12367/16412/16774/18033/13685/11984/20846/22031/16653/16400/19719",23
"mmu00630","Glyoxylate and dicarboxylate metabolism","4/394","32/8918",0.0508439457949001,0.183289286075442,0.140737627736371,"17448/13382/68133/11429",4
"mmu05133","Pertussis","7/394","77/8918",0.053007289584798,0.188757665350744,0.144936491419281,"12313/17874/14281/12367/16412/18033/14678",7
"mmu00220","Arginine biosynthesis","3/394","20/8918",0.0558517620935425,0.194151363468029,0.149078011603064,"11898/14719/14660",3
"mmu01210","2-Oxocarboxylic acid metabolism","3/394","20/8918",0.0558517620935425,0.194151363468029,0.149078011603064,"14719/67834/11429",3
"mmu04380","Osteoclast differentiation","10/394","128/8918",0.0565916088196036,0.194408820886168,0.149275698805889,"16477/12702/11651/14283/14389/18035/21812/14281/18033/20846",10
"mmu05162","Measles","11/394","146/8918",0.0582273964093534,0.197702322692223,0.151804595289991,"11651/17874/18035/13665/17698/14281/12367/18033/56417/20846/22031",11
"mmu05163","Human cytomegalovirus infection","17/394","256/8918",0.0609151716077137,0.204450920798303,0.156986467664162,"11651/12313/12317/18035/58988/20779/12913/18798/19303/12367/11909/18033/14682/19229/13685/14678/16653",17
"mmu04010","MAPK signaling pathway","19/394","294/8918",0.0617304172001692,0.20483274798238,0.1572796514789,"11651/20111/66922/17874/21812/26921/14281/26397/12367/192176/11909/18033/17295/13640/56613/53608/16653/114713/23938",19
"mmu04723","Retrograde endocannabinoid signaling","11/394","148/8918",0.0629731831092491,0.20660864570675,0.158643264367475,"68197/66916/225887/17992/18798/14682/66414/14678/66377/68198/66218",11
"mmu03430","Mismatch repair","3/394","22/8918",0.0707624011310149,0.22958467922507,0.176285280010598,"18538/69745/19718",3
"mmu04261","Adrenergic signaling in cardiomyocytes","11/394","152/8918",0.0732063492875129,0.231909204797274,0.17807015364751,"11938/11651/12313/12913/18798/26931/11909/14682/14678/19047/11928",11
"mmu04620","Toll-like receptor signaling pathway","8/394","100/8918",0.0742673356253069,0.231909204797274,0.17807015364751,"11651/17874/18035/14281/26397/18033/20846/22031",8
"mmu00010","Glycolysis / Gluconeogenesis","6/394","67/8918",0.0746557029141909,0.231909204797274,0.17807015364751,"21991/16828/13382/235339/56752/11529",6
"mmu04720","Long-term potentiation","6/394","67/8918",0.0746557029141909,0.231909204797274,0.17807015364751,"20111/12313/18798/14682/19047/16653",6
"mmu00900","Terpenoid backbone biosynthesis","3/394","23/8918",0.0788189155800548,0.240281367635514,0.18449867089533,"52014/15357/230709",3
"mmu05211","Renal cell carcinoma","6/394","68/8918",0.0789966140171552,0.240281367635514,0.18449867089533,"11651/17295/22346/20525/15251/16653",6
"mmu04022","cGMP-PKG signaling pathway","12/394","173/8918",0.0811371369830451,0.242143923200459,0.185928823510086,"11938/11651/12313/12913/18798/11909/14682/14678/11740/105675/19047/11928",12
"mmu03015","mRNA surveillance pathway","8/394","102/8918",0.0812674810741268,0.242143923200459,0.185928823510086,"70248/225363/230908/26931/432508/20220/19047/230721",8
"mmu05031","Amphetamine addiction","6/394","69/8918",0.0834766242462348,0.246213881615157,0.189053917750643,"12313/14281/12913/11909/17161/19047",6
"mmu04722","Neurotrophin signaling pathway","9/394","121/8918",0.0868530385074792,0.251307203906966,0.192964796078528,"11651/20111/12313/18035/20416/11857/18033/16653/23938",9
"mmu05221","Acute myeloid leukemia","6/394","70/8918",0.0880948549287777,0.251307203906966,0.192964796078528,"11651/12428/58988/18033/13685/16653",6
"mmu04659","Th17 cell differentiation","8/394","104/8918",0.0886460342548544,0.251307203906966,0.192964796078528,"18035/21812/16190/14281/18033/15519/20846/15251",8
"mmu04922","Glucagon signaling pathway","8/394","104/8918",0.0886460342548544,0.251307203906966,0.192964796078528,"11651/12313/16828/12913/18798/11909/14682/20525",8
"mmu05143","African trypanosomiasis","4/394","39/8918",0.0917808649936434,0.257692428635999,0.197867654287915,"17874/15894/18798/14682",4
